add;fid;full_id;osm_id;osm_type;building;addr_stree;addr_postc;addr_hou_1;addr_city
434;434;w140964377;140964377;way;house;1-й јкадемический переулок;677008;11;якутск
438;438;w140964386;140964386;way;house;1-й јкадемический переулок;677008;9;якутск
440;440;w140964388;140964388;way;house;1-й јкадемический переулок;677008;13;якутск
446;446;w140964405;140964405;way;house;1-й јкадемический переулок;677008;20;якутск
467;467;w140964455;140964455;way;house;1-й јкадемический переулок;677008;3;якутск
477;477;w140964471;140964471;way;house;1-й јкадемический переулок;677008;4;якутск
482;482;w140964479;140964479;way;house;1-й јкадемический переулок;677008;10;якутск
484;484;w140964484;140964484;way;house;1-й јкадемический переулок;677008;12;якутск
493;493;w140964499;140964499;way;house;1-й јкадемический переулок;677008;2;якутск
502;502;w140964518;140964518;way;house;1-й јкадемический переулок;677008;14;якутск
521;521;w140964555;140964555;way;house;1-й јкадемический переулок;677008;18;якутск
540;540;w140964600;140964600;way;house;1-й јкадемический переулок;677008;16;якутск
543;543;w140964605;140964605;way;house;1-й јкадемический переулок;677008;15;якутск
547;547;w140964616;140964616;way;house;1-й јкадемический переулок;677008;1;якутск
550;550;w140964619;140964619;way;house;1-й јкадемический переулок;677008;8;якутск
552;552;w140964626;140964626;way;house;1-й јкадемический переулок;677008;5;якутск
556;556;w140964638;140964638;way;house;1-й јкадемический переулок;677008;6;якутск
565;565;w140964657;140964657;way;house;1-й јкадемический переулок;677008;44941;якутск
567;567;w140964668;140964668;way;house;1-й јкадемический переулок;677008;7;якутск
364;364;w99304110;99304110;way;house;1-й —айсарский переулок;677010;13;якутск
365;365;w99304113;99304113;way;house;1-й —айсарский переулок;677010;11;якутск
387;387;w99304165;99304165;way;house;1-й —айсарский переулок;677010;7;якутск
397;397;w99304182;99304182;way;house;1-й —айсарский переулок;677010;8;якутск
398;398;w99304185;99304185;way;house;1-й —айсарский переулок;677010;5;якутск
406;406;w99304203;99304203;way;apartments;1-й —айсарский переулок;677010;1;якутск
409;409;w99304207;99304207;way;house;1-й —айсарский переулок;677010;9;якутск
415;415;w99304225;99304225;way;house;1-й —айсарский переулок;677010;12;якутск
418;418;w99304231;99304231;way;house;1-й —айсарский переулок;677010;10;якутск
419;419;w99304233;99304233;way;house;1-й —айсарский переулок;677010;3;якутск
421;421;w99304236;99304236;way;house;1-й —айсарский переулок;677010;17;якутск
430;430;w140964369;140964369;way;house;2-й јкадемический переулок;677008;3;якутск
436;436;w140964379;140964379;way;house;2-й јкадемический переулок;677008;9;якутск
444;444;w140964400;140964400;way;house;2-й јкадемический переулок;677008;13;якутск
452;452;w140964422;140964422;way;house;2-й јкадемический переулок;677008;4;якутск
458;458;w140964439;140964439;way;house;2-й јкадемический переулок;677008;11;якутск
470;470;w140964458;140964458;way;house;2-й јкадемический переулок;677008;1;якутск
473;473;w140964464;140964464;way;house;2-й јкадемический переулок;677008;14;якутск
487;487;w140964488;140964488;way;house;2-й јкадемический переулок;677008;7;якутск
534;534;w140964586;140964586;way;house;2-й јкадемический переулок;677008;10;якутск
537;537;w140964591;140964591;way;house;2-й јкадемический переулок;677008;2;якутск
538;538;w140964593;140964593;way;house;2-й јкадемический переулок;677008;15;якутск
548;548;w140964617;140964617;way;house;2-й јкадемический переулок;677008;18;якутск
555;555;w140964634;140964634;way;house;2-й јкадемический переулок;677008;12;якутск
559;559;w140964642;140964642;way;house;2-й јкадемический переулок;677008;8;якутск
561;561;w140964650;140964650;way;house;2-й јкадемический переулок;677008;16;якутск
563;563;w140964653;140964653;way;house;2-й јкадемический переулок;677008;6;якутск
566;566;w140964667;140964667;way;house;2-й јкадемический переулок;677008;5;якутск
347;347;w99304081;99304081;way;yes;2-й —айсарский переулок;677010;16;якутск
351;351;w99304088;99304088;way;yes;2-й —айсарский переулок;677010;6;якутск
357;357;w99304099;99304099;way;house;2-й —айсарский переулок;677010;15;якутск
358;358;w99304100;99304100;way;yes;2-й —айсарский переулок;677010;9;якутск
373;373;w99304134;99304134;way;yes;2-й —айсарский переулок;677010;11;якутск
375;375;w99304138;99304138;way;house;2-й —айсарский переулок;677010;18;якутск
378;378;w99304145;99304145;way;house;2-й —айсарский переулок;677010;19;якутск
379;379;w99304150;99304150;way;yes;2-й —айсарский переулок;677010;5;якутск
384;384;w99304159;99304159;way;house;2-й —айсарский переулок;677010;44974;якутск
392;392;w99304173;99304173;way;house;2-й —айсарский переулок;677010;109;якутск
393;393;w99304175;99304175;way;yes;2-й —айсарский переулок;677010;8;якутск
396;396;w99304180;99304180;way;house;2-й —айсарский переулок;677010;17;якутск
400;400;w99304191;99304191;way;yes;2-й —айсарский переулок;677010;12;якутск
402;402;w99304196;99304196;way;yes;2-й —айсарский переулок;677010;3;якутск
407;407;w99304204;99304204;way;yes;2-й —айсарский переулок;677010;4;якутск
412;412;w99304217;99304217;way;yes;2-й —айсарский переулок;677010;7;якутск
420;420;w99304234;99304234;way;house;2-й —айсарский переулок;677010;13;якутск
432;432;w140964374;140964374;way;house;3-й јкадемический переулок;677008;15;якутск
450;450;w140964419;140964419;way;house;3-й јкадемический переулок;677008;3;якутск
455;455;w140964433;140964433;way;house;3-й јкадемический переулок;677008;19;якутск
460;460;w140964444;140964444;way;house;3-й јкадемический переулок;677008;2;якутск
462;462;w140964446;140964446;way;house;3-й јкадемический переулок;677008;20;якутск
464;464;w140964450;140964450;way;house;3-й јкадемический переулок;677008;5;якутск
466;466;w140964454;140964454;way;house;3-й јкадемический переулок;677008;10;якутск
476;476;w140964468;140964468;way;house;3-й јкадемический переулок;677008;17;якутск
488;488;w140964490;140964490;way;house;3-й јкадемический переулок;677008;14;якутск
492;492;w140964498;140964498;way;house;3-й јкадемический переулок;677008;8;якутск
497;497;w140964509;140964509;way;house;3-й јкадемический переулок;677008;16;якутск
505;505;w140964523;140964523;way;house;3-й јкадемический переулок;677008;6;якутск
511;511;w140964535;140964535;way;house;3-й јкадемический переулок;677008;7;якутск
520;520;w140964554;140964554;way;house;3-й јкадемический переулок;677008;13;якутск
523;523;w140964562;140964562;way;house;3-й јкадемический переулок;677008;4;якутск
524;524;w140964563;140964563;way;house;3-й јкадемический переулок;677008;9;якутск
527;527;w140964569;140964569;way;house;3-й јкадемический переулок;677008;12;якутск
528;528;w140964570;140964570;way;house;3-й јкадемический переулок;677008;11;якутск
532;532;w140964579;140964579;way;house;3-й јкадемический переулок;677008;18;якутск
558;558;w140964641;140964641;way;house;3-й јкадемический переулок;677008;1;якутск
219;219;w87399213;87399213;way;yes;¬илюйский тракт;677008;к2;якутск
229;229;w87399242;87399242;way;yes;¬илюйский тракт;677008;3 к3;якутск
235;235;w87399256;87399256;way;yes;¬илюйский тракт;677008;3/4 с1;якутск
236;236;w87399257;87399257;way;yes;¬илюйский тракт;677008;3 к1;якутск
253;253;w87399298;87399298;way;yes;¬илюйский тракт;677008;3/4 с3;якутск
307;307;w87399392;87399392;way;yes;¬илюйский тракт;677008;45019;якутск
312;312;w87399401;87399401;way;yes;¬илюйский тракт;677008;3/4 с2;якутск
314;314;w87399403;87399403;way;yes;¬илюйский тракт;677008;44960;якутск
4692;4692;w159884349;159884349;way;yes;¬илюйский тракт;;44927;якутск
4731;4731;w159884688;159884688;way;yes;¬илюйский тракт;677008;к5;якутск
4765;4765;w159898275;159898275;way;house;¬илюйский тракт;677008;44939;якутск
4771;4771;w159898301;159898301;way;house;¬илюйский тракт;677008;44974;якутск
4777;4777;w159898322;159898322;way;house;¬илюйский тракт;677008;44943;якутск
4787;4787;w159898354;159898354;way;house;¬илюйский тракт;677008;44972;якутск
4816;4816;w159898498;159898498;way;house;¬илюйский тракт;677008;13;якутск
4820;4820;w159898507;159898507;way;house;¬илюйский тракт;677008;44945;якутск
4978;4978;w159922540;159922540;way;yes;¬илюйский тракт;677008;44929;якутск
5395;5395;w287746948;287746948;way;house;¬илюйский тракт;677008;44970;якутск
5397;5397;w287746960;287746960;way;house;¬илюйский тракт;677008;7;якутск
5398;5398;w287746966;287746966;way;house;¬илюйский тракт;677008;44933;якутск
5477;5477;w291710071;291710071;way;yes;¬илюйский тракт;677008;3/14а;якутск
5478;5478;w291710072;291710072;way;yes;¬илюйский тракт;677008;14;якутск
5479;5479;w291710073;291710073;way;yes;¬илюйский тракт;677008;13;якутск
5480;5480;w291710074;291710074;way;yes;¬илюйский тракт;677008;12;якутск
5481;5481;w291710075;291710075;way;yes;¬илюйский тракт;677008;11;якутск
5482;5482;w291710076;291710076;way;yes;¬илюйский тракт;677008;10ј;якутск
5486;5486;w291710080;291710080;way;yes;¬илюйский тракт;677008;3;якутск
5487;5487;w291710081;291710081;way;yes;¬илюйский тракт;677008;1;якутск
5488;5488;w291710082;291710082;way;yes;¬илюйский тракт;677008;2;якутск
5491;5491;w291710086;291710086;way;yes;¬илюйский тракт;677008;24ј;якутск
5492;5492;w291710087;291710087;way;yes;¬илюйский тракт;677008;25;якутск
5493;5493;w291710089;291710089;way;yes;¬илюйский тракт;677008;26;якутск
5494;5494;w291710090;291710090;way;yes;¬илюйский тракт;677008;15;якутск
5495;5495;w291710092;291710092;way;yes;¬илюйский тракт;677008;16;якутск
5497;5497;w291710094;291710094;way;yes;¬илюйский тракт;677008;19;якутск
5498;5498;w291710095;291710095;way;yes;¬илюйский тракт;;20ј;якутск
5499;5499;w291710097;291710097;way;yes;¬илюйский тракт;677008;3/22а;якутск
5500;5500;w291710098;291710098;way;yes;¬илюйский тракт;677008;44986;якутск
5501;5501;w291710099;291710099;way;yes;¬илюйский тракт;677008;45717;якутск
5502;5502;w291710100;291710100;way;yes;¬илюйский тракт;677008;30;якутск
6110;6110;w875783418;875783418;way;yes;¬илюйский тракт;;6;якутск
4749;4749;w159898178;159898178;way;house;¬илюйский тракт 3 км;677008;17;якутск
4778;4778;w159898325;159898325;way;yes;¬илюйский тракт 3 км;677008;1;якутск
4786;4786;w159898352;159898352;way;house;¬илюйский тракт 3 км;677008;33;якутск
4794;4794;w159898372;159898372;way;house;¬илюйский тракт 3 км;677008;37;якутск
4800;4800;w159898400;159898400;way;house;¬илюйский тракт 3 км;677008;35;якутск
4847;4847;w159898597;159898597;way;house;¬илюйский тракт 3 км;677008;39/1;якутск
4855;4855;w159898621;159898621;way;house;¬илюйский тракт 3 км;677008;23;якутск
4859;4859;w159898634;159898634;way;house;¬илюйский тракт 3 км;677008;39;якутск
4867;4867;w159898655;159898655;way;house;¬илюйский тракт 3 км;677008;21;якутск
4868;4868;w159898660;159898660;way;house;¬илюйский тракт 3 км;677008;25;якутск
4873;4873;w159898674;159898674;way;house;¬илюйский тракт 3 км;677008;44951;якутск
4884;4884;w159898713;159898713;way;house;¬илюйский тракт 3 км;677008;29;якутск
4892;4892;w159898751;159898751;way;house;¬илюйский тракт 3 км;677008;27;якутск
4914;4914;w159898829;159898829;way;house;¬илюйский тракт 3 км;677008;44949;якутск
4918;4918;w159898840;159898840;way;house;¬илюйский тракт 3 км;677008;31;якутск
4926;4926;w159898858;159898858;way;house;¬илюйский тракт 3 км;677008;44953;якутск
5302;5302;w280207436;280207436;way;yes;¬илюйский тракт 3 км;677008;45078;якутск
5304;5304;w280207438;280207438;way;yes;¬илюйский тракт 3 км;677008;44927;якутск
5387;5387;w287718405;287718405;way;yes;¬илюйский тракт 3 км;677008;44958;якутск
5396;5396;w287746954;287746954;way;house;¬илюйский тракт 3 км;677008;49;якутск
5605;5605;w671195620;671195620;way;yes;¬илюйский тракт 3 км;677008;45078;якутск
273;273;w87399324;87399324;way;yes;¬илюйский тракт 5 км;;5;
285;285;w87399353;87399353;way;yes;¬илюйский тракт 5 км;677008;3;якутск
4662;4662;w159884124;159884124;way;yes;¬илюйский тракт 5 км;677008;к4;якутск
4970;4970;w159922528;159922528;way;yes;¬илюйский тракт 5 км;677008;1ј;якутск
3999;3999;w159861781;159861781;way;house;¬илюйский тракт 7км;677008;43/3;якутск
4016;4016;w159861812;159861812;way;house;¬илюйский тракт 7км;677008;48/1;якутск
39;39;w87384115;87384115;way;residential;√имеинска€ улица;677010;2;якутск
207;207;w87384498;87384498;way;yes;√имеинска€ улица;;7;якутск
1298;1298;w159739361;159739361;way;residential;√имеинска€ улица;;9;якутск
1517;1517;w159739707;159739707;way;yes;√имеинска€ улица;;44935;якутск
1623;1623;w159798121;159798121;way;residential;√имеинска€ улица;;21Ѕ;якутск
1638;1638;w159798137;159798137;way;residential;√имеинска€ улица;;30;якутск
1642;1642;w159798141;159798141;way;residential;√имеинска€ улица;;15;якутск
1647;1647;w159798146;159798146;way;residential;√имеинска€ улица;;19;якутск
1669;1669;w159798170;159798170;way;residential;√имеинска€ улица;;13;якутск
1681;1681;w159798184;159798184;way;yes;√имеинска€ улица;;45040;якутск
1687;1687;w159798190;159798190;way;residential;√имеинска€ улица;;11;якутск
1734;1734;w159798240;159798240;way;residential;√имеинска€ улица;;20;якутск
1744;1744;w159798250;159798250;way;residential;√имеинска€ улица;;12;якутск
1752;1752;w159798258;159798258;way;residential;√имеинска€ улица;;22;якутск
1763;1763;w159798269;159798269;way;residential;√имеинска€ улица;;16;якутск
1770;1770;w159798276;159798276;way;residential;√имеинска€ улица;;10;якутск
1782;1782;w159798290;159798290;way;residential;√имеинска€ улица;;14;якутск
1787;1787;w159798295;159798295;way;residential;√имеинска€ улица;;44942;якутск
1828;1828;w159798337;159798337;way;residential;√имеинска€ улица;677010;6;якутск
1856;1856;w159798369;159798369;way;residential;√имеинска€ улица;;8;якутск
1868;1868;w159798382;159798382;way;residential;√имеинска€ улица;;29;якутск
1871;1871;w159798385;159798385;way;residential;√имеинска€ улица;;21ј;якутск
1884;1884;w159798398;159798398;way;dormitory;√имеинска€ улица;;21;якутск
1888;1888;w159798402;159798402;way;residential;√имеинска€ улица;;25;якутск
1890;1890;w159798404;159798404;way;house;√имеинска€ улица;677008;32/9;якутск
1909;1909;w159798437;159798437;way;residential;√имеинска€ улица;;18;якутск
1911;1911;w159798439;159798439;way;residential;√имеинска€ улица;;23;якутск
5372;5372;w286017679;286017679;way;dormitory;√имеинска€ улица;;24;якутск
5375;5375;w286017682;286017682;way;residential;√имеинска€ улица;;31;якутск
5376;5376;w286017683;286017683;way;residential;√имеинска€ улица;;17;якутск
5513;5513;w291711135;291711135;way;house;√имеинска€ улица;677010;31/1Ѕ;якутск
5514;5514;w291711136;291711136;way;house;√имеинска€ улица;677010;31Ѕ;якутск
5515;5515;w291711137;291711137;way;house;√имеинска€ улица;677010;31/2;якутск
5516;5516;w291711138;291711138;way;house;√имеинска€ улица;677010;31/14;якутск
5519;5519;w291711141;291711141;way;house;√имеинска€ улица;677010;45016;якутск
5520;5520;w291711142;291711142;way;house;√имеинска€ улица;677010;31/4;якутск
5521;5521;w291711143;291711143;way;house;√имеинска€ улица;677010;45077;якутск
5525;5525;w291711147;291711147;way;house;√имеинска€ улица;677010;31/6;якутск
5526;5526;w291711148;291711148;way;house;√имеинска€ улица;677010;45138;якутск
5527;5527;w291711149;291711149;way;house;√имеинска€ улица;677010;45165;якутск
5528;5528;w291711150;291711150;way;house;√имеинска€ улица;677010;45230;якутск
223;223;w87399226;87399226;way;residential;»льменска€ улица;;63;якутск
249;249;w87399289;87399289;way;residential;»льменска€ улица;;59/4;якутск
276;276;w87399329;87399329;way;residential;»льменска€ улица;677008;63/2;якутск
305;305;w87399388;87399388;way;residential;»льменска€ улица;;;якутск
311;311;w87399397;87399397;way;residential;»льменска€ улица;;59;якутск
318;318;w87399408;87399408;way;residential;»льменска€ улица;;57/9;якутск
326;326;w87399421;87399421;way;house;»льменска€ улица;677008;61/1ј;якутск
332;332;w87399430;87399430;way;apartments;»льменска€ улица;677013;61/1Ѕ;якутск
341;341;w87399440;87399440;way;residential;»льменска€ улица;;57;якутск
437;437;w140964384;140964384;way;house;»льменска€ улица;677008;9;якутск
456;456;w140964435;140964435;way;house;»льменска€ улица;677008;11;якутск
461;461;w140964445;140964445;way;house;»льменска€ улица;677008;1;якутск
513;513;w140964539;140964539;way;house;»льменска€ улица;677008;13;якутск
526;526;w140964566;140964566;way;yes;»льменска€ улица;677008;3;якутск
529;529;w140964576;140964576;way;yes;»льменска€ улица;677008;7;якутск
530;530;w140964577;140964577;way;house;»льменска€ улица;677008;15;якутск
535;535;w140964587;140964587;way;house;»льменска€ улица;677008;5;якутск
546;546;w140964614;140964614;way;house;»льменска€ улица;677008;17;якутск
3720;3720;w159858622;159858622;way;yes;»льменска€ улица;;53/2;якутск
3721;3721;w159858623;159858623;way;apartments;»льменска€ улица;677013;57/4;
3723;3723;w159858626;159858626;way;house;»льменска€ улица;677008;45;якутск
3735;3735;w159858647;159858647;way;yes;»льменска€ улица;;25;якутск
3736;3736;w159858648;159858648;way;yes;»льменска€ улица;;55/4;якутск
3746;3746;w159858663;159858663;way;apartments;»льменска€ улица;677013;57/2;
3769;3769;w159858693;159858693;way;residential;»льменска€ улица;677008;55/4;якутск
3774;3774;w159858698;159858698;way;residential;»льменска€ улица;677008;61/8;якутск
3779;3779;w159858704;159858704;way;house;»льменска€ улица;677008;33/1;якутск
3781;3781;w159858706;159858706;way;apartments;»льменска€ улица;677013;57/8;
3786;3786;w159858714;159858714;way;yes;»льменска€ улица;;27;якутск
3800;3800;w159858731;159858731;way;house;»льменска€ улица;677008;47;якутск
3801;3801;w159858733;159858733;way;house;»льменска€ улица;677008;55/1;якутск
3803;3803;w159858738;159858738;way;house;»льменска€ улица;677008;39;якутск
3808;3808;w159858747;159858747;way;apartments;»льменска€ улица;677013;57/5;
3821;3821;w159858778;159858778;way;residential;»льменска€ улица;677008;59/2;якутск
3835;3835;w159858801;159858801;way;house;»льменска€ улица;677008;51;якутск
3838;3838;w159858805;159858805;way;yes;»льменска€ улица;;49;якутск
3855;3855;w159858824;159858824;way;apartments;»льменска€ улица;677013;57/6;
3857;3857;w159858826;159858826;way;house;»льменска€ улица;677008;53;якутск
3862;3862;w159858834;159858834;way;yes;»льменска€ улица;677008;19;якутск
3863;3863;w159858836;159858836;way;residential;»льменска€ улица;677008;33;якутск
3864;3864;w159858837;159858837;way;apartments;»льменска€ улица;677013;57/7;
3879;3879;w159858858;159858858;way;house;»льменска€ улица;677008;35;якутск
3912;3912;w159858921;159858921;way;residential;»льменска€ улица;677008;31;якутск
3914;3914;w159858929;159858929;way;house;»льменска€ улица;;55/2;якутск
3922;3922;w159858939;159858939;way;apartments;»льменска€ улица;677013;57/3;
3927;3927;w159858946;159858946;way;house;»льменска€ улица;677008;43;якутск
3941;3941;w159858965;159858965;way;yes;»льменска€ улица;677008;53/2;якутск
4188;4188;w159869508;159869508;way;house;»льменска€ улица;677008;64;якутск
4204;4204;w159869571;159869571;way;house;»льменска€ улица;677008;62;якутск
4228;4228;w159869656;159869656;way;house;»льменска€ улица;677008;68;якутск
4230;4230;w159869661;159869661;way;house;»льменска€ улица;677008;92/1;якутск
4233;4233;w159869675;159869675;way;house;»льменска€ улица;677008;10;якутск
4242;4242;w159869721;159869721;way;house;»льменска€ улица;677008;46;якутск
4248;4248;w159869737;159869737;way;house;»льменска€ улица;677008;32;якутск
4251;4251;w159869745;159869745;way;house;»льменска€ улица;677008;90/1;якутск
4255;4255;w159869760;159869760;way;house;»льменска€ улица;677008;8;якутск
4263;4263;w159869793;159869793;way;house;»льменска€ улица;677008;84;якутск
4272;4272;w159869826;159869826;way;house;»льменска€ улица;677008;48;якутск
4288;4288;w159869924;159869924;way;house;»льменска€ улица;677008;82;якутск
4289;4289;w159869927;159869927;way;house;»льменска€ улица;677008;66;якутск
4314;4314;w159870013;159870013;way;house;»льменска€ улица;677008;12;якутск
4316;4316;w159870024;159870024;way;yes;»льменска€ улица;677008;70ј;якутск
4317;4317;w159870026;159870026;way;house;»льменска€ улица;677008;20;якутск
4323;4323;w159870041;159870041;way;house;»льменска€ улица;677008;86;якутск
4329;4329;w159870059;159870059;way;yes;»льменска€ улица;677008;34;якутск
4335;4335;w159870088;159870088;way;house;»льменска€ улица;677008;14;якутск
4337;4337;w159870092;159870092;way;yes;»льменска€ улица;677008;38;якутск
4341;4341;w159870108;159870108;way;house;»льменска€ улица;677008;22;якутск
4348;4348;w159870136;159870136;way;apartments;»льменска€ улица;677008;63;якутск
4355;4355;w159870163;159870163;way;house;»льменска€ улица;677008;44946;якутск
4356;4356;w159870166;159870166;way;house;»льменска€ улица;677008;72/1;якутск
4358;4358;w159870170;159870170;way;house;»льменска€ улица;677008;50;якутск
4380;4380;w159870224;159870224;way;house;»льменска€ улица;677008;88;якутск
4415;4415;w159870316;159870316;way;house;»льменска€ улица;677008;16;якутск
4435;4435;w159870351;159870351;way;yes;»льменска€ улица;677008;36;якутск
4440;4440;w159870360;159870360;way;house;»льменска€ улица;677008;24;якутск
4441;4441;w159870362;159870362;way;house;»льменска€ улица;677008;74;якутск
4446;4446;w159870373;159870373;way;house;»льменска€ улица;677008;18;якутск
4447;4447;w159870374;159870374;way;yes;»льменска€ улица;677008;40;якутск
4474;4474;w159870432;159870432;way;house;»льменска€ улица;677008;26;якутск
4475;4475;w159870435;159870435;way;house;»льменска€ улица;677008;76;якутск
4511;4511;w159870560;159870560;way;house;»льменска€ улица;677008;78;якутск
4513;4513;w159870562;159870562;way;house;»льменска€ улица;677008;4;якутск
4516;4516;w159870569;159870569;way;yes;»льменска€ улица;677008;44;якутск
4522;4522;w159870583;159870583;way;yes;»льменска€ улица;677008;58;якутск
4533;4533;w159870607;159870607;way;yes;»льменска€ улица;677008;42;якутск
4536;4536;w159870613;159870613;way;house;»льменска€ улица;677008;80;якутск
4546;4546;w159870636;159870636;way;house;»льменска€ улица;677008;60;якутск
4553;4553;w159870652;159870652;way;house;»льменска€ улица;677008;90;якутск
4558;4558;w159870663;159870663;way;house;»льменска€ улица;677008;54;якутск
4563;4563;w159870674;159870674;way;house;»льменска€ улица;677008;92/6;якутск
4580;4580;w159870709;159870709;way;house;»льменска€ улица;677008;92;якутск
4594;4594;w159870730;159870730;way;house;»льменска€ улица;677008;28;якутск
4602;4602;w159870741;159870741;way;house;»льменска€ улица;677008;6;якутск
4624;4624;w159870807;159870807;way;house;»льменска€ улица;677008;92/4;якутск
5446;5446;w288205045;288205045;way;house;»льменска€ улица;677008;52;якутск
5447;5447;w288205046;288205046;way;house;»льменска€ улица;677008;56;якутск
5454;5454;w288480331;288480331;way;yes;»льменска€ улица;677008;20/1а;якутск
5455;5455;w289737594;289737594;way;yes;»льменска€ улица;677008;23;якутск
5466;5466;w290634277;290634277;way;house;»льменска€ улица;677008;37;якутск
5558;5558;w299944878;299944878;way;residential;»льменска€ улица;677008;63/1;якутск
5560;5560;w314247026;314247026;way;yes;»льменска€ улица;677008;27Ѕ;якутск
5636;5636;w757751705;757751705;way;residential;»льменска€ улица;;29;якутск
6177;6177;w993853416;993853416;way;apartments;»льменска€ улица;677013;55/5Ѕ;
6178;6178;w993853417;993853417;way;apartments;»льменска€ улица;677013;57 к4ј;
6194;6194;w1020216743;1020216743;way;apartments;»льменска€ улица;677013;59ј;якутск
6197;6197;w1083068618;1083068618;way;residential;»льменска€ улица;677013;61/1;якутск
677;677;w157857741;157857741;way;yes;ћерзлотна€ улица;677010;28;якутск
676;676;w157857739;157857739;way;yes;ћерзлотна€ улица;677010;29;якутск
682;682;w159491318;159491318;way;yes;ћерзлотна€ улица;677010;31;якутск
699;699;w159491340;159491340;way;yes;ћерзлотна€ улица;677010;44941;якутск
753;753;w159491430;159491430;way;yes;ћерзлотна€ улица;677010;14;якутск
766;766;w159491449;159491449;way;yes;ћерзлотна€ улица;677010;12;якутск
767;767;w159491452;159491452;way;yes;ћерзлотна€ улица;677010;11;якутск
770;770;w159491455;159491455;way;yes;ћерзлотна€ улица;677010;15;якутск
781;781;w159491472;159491472;way;yes;ћерзлотна€ улица;677010;13;якутск
804;804;w159491508;159491508;way;yes;ћерзлотна€ улица;677010;10;якутск
818;818;w159491525;159491525;way;yes;ћерзлотна€ улица;677010;16;якутск
840;840;w159491560;159491560;way;yes;ћерзлотна€ улица;677010;9;якутск
930;930;w159494381;159494381;way;yes;ћерзлотна€ улица;677010;42;якутск
939;939;w159494420;159494420;way;yes;ћерзлотна€ улица;677010;33/4;якутск
947;947;w159494455;159494455;way;yes;ћерзлотна€ улица;677010;41;якутск
957;957;w159494490;159494490;way;yes;ћерзлотна€ улица;677010;32;якутск
964;964;w159494511;159494511;way;yes;ћерзлотна€ улица;677010;33/4;якутск
971;971;w159494525;159494525;way;yes;ћерзлотна€ улица;677010;33/1;якутск
1044;1044;w159738912;159738912;way;yes;ћерзлотна€ улица;677010;44933;якутск
1062;1062;w159738937;159738937;way;yes;ћерзлотна€ улица;677010;8/2ј;якутск
1101;1101;w159739012;159739012;way;yes;ћерзлотна€ улица;677010;17;якутск
1111;1111;w159739024;159739024;way;yes;ћерзлотна€ улица;677010;44979;якутск
1116;1116;w159739035;159739035;way;yes;ћерзлотна€ улица;677010;8;якутск
1122;1122;w159739045;159739045;way;yes;ћерзлотна€ улица;677010;36;якутск
1141;1141;w159739078;159739078;way;yes;ћерзлотна€ улица;677010;7;якутск
1166;1166;w159739122;159739122;way;yes;ћерзлотна€ улица;677010;19;якутск
1170;1170;w159739130;159739130;way;yes;ћерзлотна€ улица;677010;39;якутск
1189;1189;w159739159;159739159;way;yes;ћерзлотна€ улица;677010;35/1;якутск
1193;1193;w159739166;159739166;way;yes;ћерзлотна€ улица;677010;5нс;якутск
1194;1194;w159739167;159739167;way;yes;ћерзлотна€ улица;677010;44953;якутск
1197;1197;w159739172;159739172;way;yes;ћерзлотна€ улица;677010;30;якутск
1200;1200;w159739181;159739181;way;yes;ћерзлотна€ улица;677010;24;якутск
1265;1265;w159739313;159739313;way;yes;ћерзлотна€ улица;677010;27;якутск
1269;1269;w159739321;159739321;way;yes;ћерзлотна€ улица;677010;28ј;якутск
1304;1304;w159739368;159739368;way;yes;ћерзлотна€ улица;677010;22;якутск
1313;1313;w159739378;159739378;way;yes;ћерзлотна€ улица;677010;40;якутск
1319;1319;w159739389;159739389;way;yes;ћерзлотна€ улица;677010;44948;якутск
1340;1340;w159739415;159739415;way;yes;ћерзлотна€ улица;677010;5;якутск
1367;1367;w159739460;159739460;way;yes;ћерзлотна€ улица;677010;44946;якутск
1375;1375;w159739469;159739469;way;yes;ћерзлотна€ улица;677010;25;якутск
1382;1382;w159739486;159739486;way;yes;ћерзлотна€ улица;677010;18;якутск
1441;1441;w159739593;159739593;way;yes;ћерзлотна€ улица;677010;8ј;якутск
1466;1466;w159739627;159739627;way;yes;ћерзлотна€ улица;677010;44965;якутск
1486;1486;w159739661;159739661;way;yes;ћерзлотна€ улица;677010;35;якутск
1501;1501;w159739684;159739684;way;yes;ћерзлотна€ улица;677010;6;якутск
1536;1536;w159739738;159739738;way;yes;ћерзлотна€ улица;677010;18ƒ;якутск
1570;1570;w159739788;159739788;way;yes;ћерзлотна€ улица;677010;26;якутск
1575;1575;w159739797;159739797;way;yes;ћерзлотна€ улица;677010;28/2¬;якутск
1578;1578;w159739800;159739800;way;yes;ћерзлотна€ улица;677010;21;якутск
1583;1583;w159739807;159739807;way;yes;ћерзлотна€ улица;677010;23;якутск
1590;1590;w159739817;159739817;way;yes;ћерзлотна€ улица;677010;38;якутск
5185;5185;w278007076;278007076;way;yes;ћерзлотна€ улица;677010;44977;якутск
5186;5186;w278007077;278007077;way;yes;ћерзлотна€ улица;677010;44984;якутск
5187;5187;w278007078;278007078;way;yes;ћерзлотна€ улица;677010;35/1а;якутск
8;8;w87384053;87384053;way;yes;Ќово- арьерна€ улица;677008;8;якутск
26;26;w87384089;87384089;way;yes;Ќово- арьерна€ улица;677008;6;якутск
40;40;w87384118;87384118;way;yes;Ќово- арьерна€ улица;677008;10;якутск
91;91;w87384250;87384250;way;yes;Ќово- арьерна€ улица;677008;44930;якутск
